commodity,msha_name,series,year,quarter,units,price_last
nickel,Nickel Ore,MBNIUSMP,2010,2,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2010,3,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2010,4,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2011,1,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2011,2,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2011,3,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2011,4,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2012,1,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2012,2,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2012,3,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2012,4,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2013,1,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2013,2,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2013,3,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2013,4,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2014,1,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2014,2,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2014,3,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2014,4,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2015,1,$cents/lb,
nickel,Nickel Ore,MBNIUSMP,2015,2,$cents/lb,
tin,Tin Ore,MBTNUSFP,1997,1,$/lb,
tin,Tin Ore,MBTNUSFP,1997,2,$/lb,
tin,Tin Ore,MBTNUSFP,1997,3,$/lb,
tin,Tin Ore,MBTNUSFP,1997,4,$/lb,
tin,Tin Ore,MBTNUSFP,1998,1,$/lb,
tin,Tin Ore,MBTNUSFP,1998,2,$/lb,
tin,Tin Ore,MBTNUSFP,1998,3,$/lb,
tin,Tin Ore,MBTNUSFP,1998,4,$/lb,
tin,Tin Ore,MBTNUSFP,1999,1,$/lb,
tin,Tin Ore,MBTNUSFP,1999,2,$/lb,
tin,Tin Ore,MBTNUSFP,1999,3,$/lb,
tin,Tin Ore,MBTNUSFP,1999,4,$/lb,
tin,Tin Ore,MBTNUSFP,2000,1,$/lb,
tin,Tin Ore,MBTNUSFP,2000,2,$/lb,
tin,Tin Ore,MBTNUSFP,2000,3,$/lb,
tin,Tin Ore,MBTNUSFP,2000,4,$/lb,
tin,Tin Ore,MBTNUSFP,2001,1,$/lb,
tin,Tin Ore,MBTNUSFP,2001,2,$/lb,
tin,Tin Ore,MBTNUSFP,2001,3,$/lb,
tin,Tin Ore,MBTNUSFP,2001,4,$/lb,
tin,Tin Ore,MBTNUSFP,2002,1,$/lb,
tin,Tin Ore,MBTNUSFP,2002,2,$/lb,
tin,Tin Ore,MBTNUSFP,2002,3,$/lb,
tin,Tin Ore,MBTNUSFP,2002,4,$/lb,
tin,Tin Ore,MBTNUSFP,2003,1,$/lb,
tin,Tin Ore,MBTNUSFP,2003,2,$/lb,
tin,Tin Ore,MBTNUSFP,2003,3,$/lb,
tin,Tin Ore,MBTNUSFP,2003,4,$/lb,
tin,Tin Ore,MBTNUSFP,2004,1,$/lb,
tin,Tin Ore,MBTNUSFP,2004,2,$/lb,
tin,Tin Ore,MBTNUSFP,2004,3,$/lb,
tin,Tin Ore,MBTNUSFP,2004,4,$/lb,
tin,Tin Ore,MBTNUSFP,2005,1,$/lb,
tin,Tin Ore,MBTNUSFP,2005,2,$/lb,
tin,Tin Ore,MBTNUSFP,2005,3,$/lb,
tin,Tin Ore,MBTNUSFP,2005,4,$/lb,
tin,Tin Ore,MBTNUSFP,2006,1,$/lb,
tin,Tin Ore,MBTNUSFP,2006,2,$/lb,
tin,Tin Ore,MBTNUSFP,2006,3,$/lb,
tin,Tin Ore,MBTNUSFP,2006,4,$/lb,
tin,Tin Ore,MBTNUSFP,2007,1,$/lb,
tin,Tin Ore,MBTNUSFP,2007,2,$/lb,
tin,Tin Ore,MBTNUSFP,2007,3,$/lb,
tin,Tin Ore,MBTNUSFP,2007,4,$/lb,
tin,Tin Ore,MBTNUSFP,2008,1,$/lb,
tin,Tin Ore,MBTNUSFP,2008,2,$/lb,
tin,Tin Ore,MBTNUSFP,2008,3,$/lb,
tin,Tin Ore,MBTNUSFP,2008,4,$/lb,
tin,Tin Ore,MBTNUSFP,2009,1,$/lb,
tin,Tin Ore,MBTNUSFP,2009,2,$/lb,
tin,Tin Ore,MBTNUSFP,2009,3,$/lb,
tin,Tin Ore,MBTNUSFP,2009,4,$/lb,
tin,Tin Ore,MBTNUSFP,2010,1,$/lb,
tin,Tin Ore,MBTNUSFP,2010,2,$/lb,
tin,Tin Ore,MBTNUSFP,2010,3,$/lb,
tin,Tin Ore,MBTNUSFP,2010,4,$/lb,
tin,Tin Ore,MBTNUSFP,2011,1,$/lb,
tin,Tin Ore,MBTNUSFP,2011,2,$/lb,
tin,Tin Ore,MBTNUSFP,2011,3,$/lb,
tin,Tin Ore,MBTNUSFP,2011,4,$/lb,
tin,Tin Ore,MBTNUSFP,2012,1,$/lb,
tin,Tin Ore,MBTNUSFP,2012,2,$/lb,
tin,Tin Ore,MBTNUSFP,2012,3,$/lb,
tin,Tin Ore,MBTNUSFP,2012,4,$/lb,
tin,Tin Ore,MBTNUSFP,2013,1,$/lb,
tin,Tin Ore,MBTNUSFP,2013,2,$/lb,
tin,Tin Ore,MBTNUSFP,2013,3,$/lb,
tin,Tin Ore,MBTNUSFP,2013,4,$/lb,
tin,Tin Ore,MBTNUSFP,2014,1,$/lb,
tin,Tin Ore,MBTNUSFP,2014,2,$/lb,
tin,Tin Ore,MBTNUSFP,2014,3,$/lb,
tin,Tin Ore,MBTNUSFP,2014,4,$/lb,
tin,Tin Ore,MBTNUSFP,2015,1,$/lb,
antimony,Antimony Ore,MBSB7812,2010,1,$/tonne,
antimony,Antimony Ore,MBSB7812,2010,2,$/tonne,
antimony,Antimony Ore,MBSB7812,2010,3,$/tonne,
antimony,Antimony Ore,MBSB7812,2010,4,$/tonne,
antimony,Antimony Ore,MBSB7812,2011,1,$/tonne,
antimony,Antimony Ore,MBSB7812,2011,2,$/tonne,
antimony,Antimony Ore,MBSB7812,2011,3,$/tonne,
antimony,Antimony Ore,MBSB7812,2011,4,$/tonne,
antimony,Antimony Ore,MBSB7812,2012,1,$/tonne,
antimony,Antimony Ore,MBSB7812,2012,2,$/tonne,
antimony,Antimony Ore,MBSB7812,2012,3,$/tonne,
antimony,Antimony Ore,MBSB7812,2012,4,$/tonne,
antimony,Antimony Ore,MBSB7812,2013,1,$/tonne,
antimony,Antimony Ore,MBSB7812,2013,2,$/tonne,
antimony,Antimony Ore,MBSB7812,2013,3,$/tonne,
antimony,Antimony Ore,MBSB7812,2013,4,$/tonne,
antimony,Antimony Ore,MBSB7812,2014,1,$/tonne,
antimony,Antimony Ore,MBSB7812,2014,2,$/tonne,
antimony,Antimony Ore,MBSB7812,2014,3,$/tonne,
antimony,Antimony Ore,MBSB7812,2014,4,$/tonne,
antimony,Antimony Ore,MBSB7812,2015,1,$/tonne,
antimony,Antimony Ore,MBSB7812,2015,2,$/tonne,
molybdenum,Molybdenum Ore,MBMOUSOX,1987,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1987,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1987,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1987,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1988,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1988,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1988,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1988,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1989,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1989,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1989,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1989,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1990,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1990,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1990,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1990,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1991,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1991,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1991,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1991,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1992,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1992,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1992,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1992,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1993,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1993,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1993,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1993,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1994,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1994,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1994,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1994,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1995,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1995,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1995,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1995,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1996,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1996,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1996,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1996,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1997,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1997,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1997,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1997,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1998,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1998,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1998,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1998,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1999,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1999,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1999,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,1999,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2000,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2000,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2000,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2000,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2001,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2001,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2001,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2001,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2002,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2002,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2002,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2002,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2003,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2003,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2003,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2003,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2004,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2004,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2004,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2004,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2005,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2005,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2005,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2005,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2006,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2006,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2006,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2006,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2007,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2007,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2007,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2007,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2008,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2008,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2008,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2008,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2009,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2009,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2009,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2009,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2010,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2010,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2010,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2010,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2011,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2011,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2011,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2011,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2012,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2012,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2012,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2012,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2013,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2013,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2013,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2013,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2014,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2014,2,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2014,3,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2014,4,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2015,1,$/lb,
molybdenum,Molybdenum Ore,MBMOUSOX,2015,2,$/lb,
silicon,,MBSIUSFM,1989,1,$cents/lb,
silicon,,MBSIUSFM,1989,2,$cents/lb,
silicon,,MBSIUSFM,1989,3,$cents/lb,
silicon,,MBSIUSFM,1989,4,$cents/lb,
silicon,,MBSIUSFM,1990,1,$cents/lb,
silicon,,MBSIUSFM,1990,2,$cents/lb,
silicon,,MBSIUSFM,1990,3,$cents/lb,
silicon,,MBSIUSFM,1990,4,$cents/lb,
silicon,,MBSIUSFM,1991,1,$cents/lb,
silicon,,MBSIUSFM,1991,2,$cents/lb,
silicon,,MBSIUSFM,1991,3,$cents/lb,
silicon,,MBSIUSFM,1991,4,$cents/lb,
silicon,,MBSIUSFM,1992,1,$cents/lb,
silicon,,MBSIUSFM,1992,2,$cents/lb,
silicon,,MBSIUSFM,1992,3,$cents/lb,
silicon,,MBSIUSFM,1992,4,$cents/lb,
silicon,,MBSIUSFM,1993,1,$cents/lb,
silicon,,MBSIUSFM,1993,2,$cents/lb,
silicon,,MBSIUSFM,1993,3,$cents/lb,
silicon,,MBSIUSFM,1993,4,$cents/lb,
silicon,,MBSIUSFM,1994,1,$cents/lb,
silicon,,MBSIUSFM,1994,2,$cents/lb,
silicon,,MBSIUSFM,1994,3,$cents/lb,
silicon,,MBSIUSFM,1994,4,$cents/lb,
silicon,,MBSIUSFM,1995,1,$cents/lb,
silicon,,MBSIUSFM,1995,2,$cents/lb,
silicon,,MBSIUSFM,1995,3,$cents/lb,
silicon,,MBSIUSFM,1995,4,$cents/lb,
silicon,,MBSIUSFM,1996,1,$cents/lb,
silicon,,MBSIUSFM,1996,2,$cents/lb,
silicon,,MBSIUSFM,1996,3,$cents/lb,
silicon,,MBSIUSFM,1996,4,$cents/lb,
silicon,,MBSIUSFM,1997,1,$cents/lb,
silicon,,MBSIUSFM,1997,2,$cents/lb,
silicon,,MBSIUSFM,1997,3,$cents/lb,
silicon,,MBSIUSFM,1997,4,$cents/lb,
silicon,,MBSIUSFM,1998,1,$cents/lb,
silicon,,MBSIUSFM,1998,2,$cents/lb,
silicon,,MBSIUSFM,1998,3,$cents/lb,
silicon,,MBSIUSFM,1998,4,$cents/lb,
silicon,,MBSIUSFM,1999,1,$cents/lb,
silicon,,MBSIUSFM,1999,2,$cents/lb,
silicon,,MBSIUSFM,1999,3,$cents/lb,
silicon,,MBSIUSFM,1999,4,$cents/lb,
silicon,,MBSIUSFM,2000,1,$cents/lb,
silicon,,MBSIUSFM,2000,2,$cents/lb,
silicon,,MBSIUSFM,2000,3,$cents/lb,
silicon,,MBSIUSFM,2000,4,$cents/lb,
silicon,,MBSIUSFM,2001,1,$cents/lb,
silicon,,MBSIUSFM,2001,2,$cents/lb,
silicon,,MBSIUSFM,2001,3,$cents/lb,
silicon,,MBSIUSFM,2001,4,$cents/lb,
silicon,,MBSIUSFM,2002,1,$cents/lb,
silicon,,MBSIUSFM,2002,2,$cents/lb,
silicon,,MBSIUSFM,2002,3,$cents/lb,
silicon,,MBSIUSFM,2002,4,$cents/lb,
silicon,,MBSIUSFM,2003,1,$cents/lb,
silicon,,MBSIUSFM,2003,2,$cents/lb,
silicon,,MBSIUSFM,2003,3,$cents/lb,
silicon,,MBSIUSFM,2003,4,$cents/lb,
silicon,,MBSIUSFM,2004,1,$cents/lb,
silicon,,MBSIUSFM,2004,2,$cents/lb,
silicon,,MBSIUSFM,2004,3,$cents/lb,
silicon,,MBSIUSFM,2004,4,$cents/lb,
silicon,,MBSIUSFM,2005,1,$cents/lb,
silicon,,MBSIUSFM,2005,2,$cents/lb,
silicon,,MBSIUSFM,2005,3,$cents/lb,
silicon,,MBSIUSFM,2005,4,$cents/lb,
silicon,,MBSIUSFM,2006,1,$cents/lb,
silicon,,MBSIUSFM,2006,2,$cents/lb,
silicon,,MBSIUSFM,2006,3,$cents/lb,
silicon,,MBSIUSFM,2006,4,$cents/lb,
silicon,,MBSIUSFM,2007,1,$cents/lb,
silicon,,MBSIUSFM,2007,2,$cents/lb,
silicon,,MBSIUSFM,2007,3,$cents/lb,
silicon,,MBSIUSFM,2007,4,$cents/lb,
silicon,,MBSIUSFM,2008,1,$cents/lb,
silicon,,MBSIUSFM,2008,2,$cents/lb,
silicon,,MBSIUSFM,2008,3,$cents/lb,
silicon,,MBSIUSFM,2008,4,$cents/lb,
silicon,,MBSIUSFM,2009,1,$cents/lb,
silicon,,MBSIUSFM,2009,2,$cents/lb,
silicon,,MBSIUSFM,2009,3,$cents/lb,
silicon,,MBSIUSFM,2009,4,$cents/lb,
silicon,,MBSIUSFM,2010,1,$cents/lb,
silicon,,MBSIUSFM,2010,2,$cents/lb,
silicon,,MBSIUSFM,2010,3,$cents/lb,
silicon,,MBSIUSFM,2010,4,$cents/lb,
silicon,,MBSIUSFM,2011,1,$cents/lb,
silicon,,MBSIUSFM,2011,2,$cents/lb,
silicon,,MBSIUSFM,2011,3,$cents/lb,
silicon,,MBSIUSFM,2011,4,$cents/lb,
silicon,,MBSIUSFM,2012,1,$cents/lb,
silicon,,MBSIUSFM,2012,2,$cents/lb,
silicon,,MBSIUSFM,2012,3,$cents/lb,
silicon,,MBSIUSFM,2012,4,$cents/lb,
silicon,,MBSIUSFM,2013,1,$cents/lb,
silicon,,MBSIUSFM,2013,2,$cents/lb,
silicon,,MBSIUSFM,2013,3,$cents/lb,
silicon,,MBSIUSFM,2013,4,$cents/lb,
silicon,,MBSIUSFM,2014,1,$cents/lb,
silicon,,MBSIUSFM,2014,2,$cents/lb,
silicon,,MBSIUSFM,2014,3,$cents/lb,
silicon,,MBSIUSFM,2014,4,$cents/lb,
silicon,,MBSIUSFM,2015,1,$cents/lb,
silicon,,MBSIUSFM,2015,2,$cents/lb,
ferro-vanadium,,MBVAUS80,1993,1,$/lb,
ferro-vanadium,,MBVAUS80,1993,2,$/lb,
ferro-vanadium,,MBVAUS80,1993,3,$/lb,
ferro-vanadium,,MBVAUS80,1993,4,$/lb,
ferro-vanadium,,MBVAUS80,1994,1,$/lb,
ferro-vanadium,,MBVAUS80,1994,2,$/lb,
ferro-vanadium,,MBVAUS80,1994,3,$/lb,
ferro-vanadium,,MBVAUS80,1994,4,$/lb,
ferro-vanadium,,MBVAUS80,1995,1,$/lb,
ferro-vanadium,,MBVAUS80,1995,2,$/lb,
ferro-vanadium,,MBVAUS80,1995,3,$/lb,
ferro-vanadium,,MBVAUS80,1995,4,$/lb,
ferro-vanadium,,MBVAUS80,1996,1,$/lb,
ferro-vanadium,,MBVAUS80,1996,2,$/lb,
ferro-vanadium,,MBVAUS80,1996,3,$/lb,
ferro-vanadium,,MBVAUS80,1996,4,$/lb,
ferro-vanadium,,MBVAUS80,1997,1,$/lb,
ferro-vanadium,,MBVAUS80,1997,2,$/lb,
ferro-vanadium,,MBVAUS80,1997,3,$/lb,
ferro-vanadium,,MBVAUS80,1997,4,$/lb,
ferro-vanadium,,MBVAUS80,1998,1,$/lb,
ferro-vanadium,,MBVAUS80,1998,2,$/lb,
ferro-vanadium,,MBVAUS80,1998,3,$/lb,
ferro-vanadium,,MBVAUS80,1998,4,$/lb,
ferro-vanadium,,MBVAUS80,1999,1,$/lb,
ferro-vanadium,,MBVAUS80,1999,2,$/lb,
ferro-vanadium,,MBVAUS80,1999,3,$/lb,
ferro-vanadium,,MBVAUS80,1999,4,$/lb,
ferro-vanadium,,MBVAUS80,2000,1,$/lb,
ferro-vanadium,,MBVAUS80,2000,2,$/lb,
ferro-vanadium,,MBVAUS80,2000,3,$/lb,
ferro-vanadium,,MBVAUS80,2000,4,$/lb,
ferro-vanadium,,MBVAUS80,2001,1,$/lb,
ferro-vanadium,,MBVAUS80,2001,2,$/lb,
ferro-vanadium,,MBVAUS80,2001,3,$/lb,
ferro-vanadium,,MBVAUS80,2001,4,$/lb,
ferro-vanadium,,MBVAUS80,2002,1,$/lb,
ferro-vanadium,,MBVAUS80,2002,2,$/lb,
ferro-vanadium,,MBVAUS80,2002,3,$/lb,
ferro-vanadium,,MBVAUS80,2002,4,$/lb,
ferro-vanadium,,MBVAUS80,2003,1,$/lb,
ferro-vanadium,,MBVAUS80,2003,2,$/lb,
ferro-vanadium,,MBVAUS80,2003,3,$/lb,
ferro-vanadium,,MBVAUS80,2003,4,$/lb,
ferro-vanadium,,MBVAUS80,2004,1,$/lb,
ferro-vanadium,,MBVAUS80,2004,2,$/lb,
ferro-vanadium,,MBVAUS80,2004,3,$/lb,
ferro-vanadium,,MBVAUS80,2004,4,$/lb,
ferro-vanadium,,MBVAUS80,2005,1,$/lb,
ferro-vanadium,,MBVAUS80,2005,2,$/lb,
ferro-vanadium,,MBVAUS80,2005,3,$/lb,
ferro-vanadium,,MBVAUS80,2005,4,$/lb,
ferro-vanadium,,MBVAUS80,2006,1,$/lb,
ferro-vanadium,,MBVAUS80,2006,2,$/lb,
ferro-vanadium,,MBVAUS80,2006,3,$/lb,
ferro-vanadium,,MBVAUS80,2006,4,$/lb,
ferro-vanadium,,MBVAUS80,2007,1,$/lb,
ferro-vanadium,,MBVAUS80,2007,2,$/lb,
ferro-vanadium,,MBVAUS80,2007,3,$/lb,
ferro-vanadium,,MBVAUS80,2007,4,$/lb,
ferro-vanadium,,MBVAUS80,2008,1,$/lb,
ferro-vanadium,,MBVAUS80,2008,2,$/lb,
ferro-vanadium,,MBVAUS80,2008,3,$/lb,
ferro-vanadium,,MBVAUS80,2008,4,$/lb,
ferro-vanadium,,MBVAUS80,2009,1,$/lb,
ferro-vanadium,,MBVAUS80,2009,2,$/lb,
ferro-vanadium,,MBVAUS80,2009,3,$/lb,
ferro-vanadium,,MBVAUS80,2009,4,$/lb,
ferro-vanadium,,MBVAUS80,2010,1,$/lb,
ferro-vanadium,,MBVAUS80,2010,2,$/lb,
ferro-vanadium,,MBVAUS80,2010,3,$/lb,
ferro-vanadium,,MBVAUS80,2010,4,$/lb,
ferro-vanadium,,MBVAUS80,2011,1,$/lb,
ferro-vanadium,,MBVAUS80,2011,2,$/lb,
ferro-vanadium,,MBVAUS80,2011,3,$/lb,
ferro-vanadium,,MBVAUS80,2011,4,$/lb,
ferro-vanadium,,MBVAUS80,2012,1,$/lb,
ferro-vanadium,,MBVAUS80,2012,2,$/lb,
ferro-vanadium,,MBVAUS80,2012,3,$/lb,
ferro-vanadium,,MBVAUS80,2012,4,$/lb,
ferro-vanadium,,MBVAUS80,2013,1,$/lb,
ferro-vanadium,,MBVAUS80,2013,2,$/lb,
ferro-vanadium,,MBVAUS80,2013,3,$/lb,
ferro-vanadium,,MBVAUS80,2013,4,$/lb,
ferro-vanadium,,MBVAUS80,2014,1,$/lb,
ferro-vanadium,,MBVAUS80,2014,2,$/lb,
ferro-vanadium,,MBVAUS80,2014,3,$/lb,
ferro-vanadium,,MBVAUS80,2014,4,$/lb,
ferro-vanadium,,MBVAUS80,2015,1,$/lb,
ferro-vanadium,,MBVAUS80,2015,2,$/lb,
