commodity,msha_name,series,year,quarter,units,price
copper,Copper Ore NEC,WDXWPCO.F,1998,1,index,
copper,Copper Ore NEC,WDXWPCO.F,1998,2,index,
copper,Copper Ore NEC,WDXWPCO.F,1998,3,index,
copper,Copper Ore NEC,WDXWPCO.F,1998,4,index,
copper,Copper Ore NEC,WDXWPCO.F,1999,1,index,
copper,Copper Ore NEC,WDXWPCO.F,1999,2,index,
copper,Copper Ore NEC,WDXWPCO.F,1999,3,index,
copper,Copper Ore NEC,WDXWPCO.F,1999,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2000,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2000,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2000,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2000,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2001,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2001,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2001,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2001,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2002,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2002,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2002,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2002,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2003,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2003,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2003,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2003,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2004,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2004,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2004,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2004,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2005,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2005,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2005,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2005,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2006,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2006,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2006,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2006,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2007,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2007,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2007,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2007,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2008,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2008,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2008,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2008,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2009,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2009,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2009,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2009,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2010,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2010,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2010,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2010,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2011,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2011,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2011,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2011,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2012,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2012,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2012,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2012,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2013,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2013,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2013,3,index,
copper,Copper Ore NEC,WDXWPCO.F,2013,4,index,
copper,Copper Ore NEC,WDXWPCO.F,2014,1,index,
copper,Copper Ore NEC,WDXWPCO.F,2014,2,index,
copper,Copper Ore NEC,WDXWPCO.F,2014,3,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2005,3,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2005,4,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2006,1,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2006,2,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2006,3,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2006,4,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2007,1,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2007,2,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2007,3,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2007,4,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2008,1,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2008,2,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2008,3,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2008,4,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2009,1,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2009,2,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2009,3,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2009,4,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2010,1,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2010,2,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2010,3,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2010,4,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2011,1,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2011,2,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2011,3,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2011,4,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2012,1,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2012,2,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2012,3,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2012,4,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2013,1,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2013,2,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2013,3,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2013,4,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2014,1,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2014,2,index,
aluminum,Aluminum Ore-Bauxite,RJCRBAH,2014,3,index,
gold,Gold Ore,WDXWPGO.F,1983,3,index,
gold,Gold Ore,WDXWPGO.F,1983,4,index,
gold,Gold Ore,WDXWPGO.F,1984,1,index,
gold,Gold Ore,WDXWPGO.F,1984,2,index,
gold,Gold Ore,WDXWPGO.F,1984,3,index,
gold,Gold Ore,WDXWPGO.F,1984,4,index,
gold,Gold Ore,WDXWPGO.F,1985,1,index,
gold,Gold Ore,WDXWPGO.F,1985,2,index,
gold,Gold Ore,WDXWPGO.F,1985,3,index,
gold,Gold Ore,WDXWPGO.F,1985,4,index,
gold,Gold Ore,WDXWPGO.F,1986,1,index,
gold,Gold Ore,WDXWPGO.F,1986,2,index,
gold,Gold Ore,WDXWPGO.F,1986,3,index,
gold,Gold Ore,WDXWPGO.F,1986,4,index,
gold,Gold Ore,WDXWPGO.F,1987,1,index,
gold,Gold Ore,WDXWPGO.F,1987,2,index,
gold,Gold Ore,WDXWPGO.F,1987,3,index,
gold,Gold Ore,WDXWPGO.F,1987,4,index,
gold,Gold Ore,WDXWPGO.F,1988,1,index,
gold,Gold Ore,WDXWPGO.F,1988,2,index,
gold,Gold Ore,WDXWPGO.F,1988,3,index,
gold,Gold Ore,WDXWPGO.F,1988,4,index,
gold,Gold Ore,WDXWPGO.F,1989,1,index,
gold,Gold Ore,WDXWPGO.F,1989,2,index,
gold,Gold Ore,WDXWPGO.F,1989,3,index,
gold,Gold Ore,WDXWPGO.F,1989,4,index,
gold,Gold Ore,WDXWPGO.F,1990,1,index,
gold,Gold Ore,WDXWPGO.F,1990,2,index,
gold,Gold Ore,WDXWPGO.F,1990,3,index,
gold,Gold Ore,WDXWPGO.F,1990,4,index,
gold,Gold Ore,WDXWPGO.F,1991,1,index,
gold,Gold Ore,WDXWPGO.F,1991,2,index,
gold,Gold Ore,WDXWPGO.F,1991,3,index,
gold,Gold Ore,WDXWPGO.F,1991,4,index,
gold,Gold Ore,WDXWPGO.F,1992,1,index,
gold,Gold Ore,WDXWPGO.F,1992,2,index,
gold,Gold Ore,WDXWPGO.F,1992,3,index,
gold,Gold Ore,WDXWPGO.F,1992,4,index,
gold,Gold Ore,WDXWPGO.F,1993,1,index,
gold,Gold Ore,WDXWPGO.F,1993,2,index,
gold,Gold Ore,WDXWPGO.F,1993,3,index,
gold,Gold Ore,WDXWPGO.F,1993,4,index,
gold,Gold Ore,WDXWPGO.F,1994,1,index,
gold,Gold Ore,WDXWPGO.F,1994,2,index,
gold,Gold Ore,WDXWPGO.F,1994,3,index,
gold,Gold Ore,WDXWPGO.F,1994,4,index,
gold,Gold Ore,WDXWPGO.F,1995,1,index,
gold,Gold Ore,WDXWPGO.F,1995,2,index,
gold,Gold Ore,WDXWPGO.F,1995,3,index,
gold,Gold Ore,WDXWPGO.F,1995,4,index,
gold,Gold Ore,WDXWPGO.F,1996,1,index,
gold,Gold Ore,WDXWPGO.F,1996,2,index,
gold,Gold Ore,WDXWPGO.F,1996,3,index,
gold,Gold Ore,WDXWPGO.F,1996,4,index,
gold,Gold Ore,WDXWPGO.F,1997,1,index,
gold,Gold Ore,WDXWPGO.F,1997,2,index,
gold,Gold Ore,WDXWPGO.F,1997,3,index,
gold,Gold Ore,WDXWPGO.F,1997,4,index,
gold,Gold Ore,WDXWPGO.F,1998,1,index,
gold,Gold Ore,WDXWPGO.F,1998,2,index,
gold,Gold Ore,WDXWPGO.F,1998,3,index,
gold,Gold Ore,WDXWPGO.F,1998,4,index,
gold,Gold Ore,WDXWPGO.F,1999,1,index,
gold,Gold Ore,WDXWPGO.F,1999,2,index,
gold,Gold Ore,WDXWPGO.F,1999,3,index,
gold,Gold Ore,WDXWPGO.F,1999,4,index,
gold,Gold Ore,WDXWPGO.F,2000,1,index,
gold,Gold Ore,WDXWPGO.F,2000,2,index,
gold,Gold Ore,WDXWPGO.F,2000,3,index,
gold,Gold Ore,WDXWPGO.F,2000,4,index,
gold,Gold Ore,WDXWPGO.F,2001,1,index,
gold,Gold Ore,WDXWPGO.F,2001,2,index,
gold,Gold Ore,WDXWPGO.F,2001,3,index,
gold,Gold Ore,WDXWPGO.F,2001,4,index,
gold,Gold Ore,WDXWPGO.F,2002,1,index,
gold,Gold Ore,WDXWPGO.F,2002,2,index,
gold,Gold Ore,WDXWPGO.F,2002,3,index,
gold,Gold Ore,WDXWPGO.F,2002,4,index,
gold,Gold Ore,WDXWPGO.F,2003,1,index,
gold,Gold Ore,WDXWPGO.F,2003,2,index,
gold,Gold Ore,WDXWPGO.F,2003,3,index,
gold,Gold Ore,WDXWPGO.F,2003,4,index,
gold,Gold Ore,WDXWPGO.F,2004,1,index,
gold,Gold Ore,WDXWPGO.F,2004,2,index,
gold,Gold Ore,WDXWPGO.F,2004,3,index,
gold,Gold Ore,WDXWPGO.F,2004,4,index,
gold,Gold Ore,WDXWPGO.F,2005,1,index,
gold,Gold Ore,WDXWPGO.F,2005,2,index,
gold,Gold Ore,WDXWPGO.F,2005,3,index,
gold,Gold Ore,WDXWPGO.F,2005,4,index,
gold,Gold Ore,WDXWPGO.F,2006,1,index,
gold,Gold Ore,WDXWPGO.F,2006,2,index,
gold,Gold Ore,WDXWPGO.F,2006,3,index,
gold,Gold Ore,WDXWPGO.F,2006,4,index,
gold,Gold Ore,WDXWPGO.F,2007,1,index,
gold,Gold Ore,WDXWPGO.F,2007,2,index,
gold,Gold Ore,WDXWPGO.F,2007,3,index,
gold,Gold Ore,WDXWPGO.F,2007,4,index,
gold,Gold Ore,WDXWPGO.F,2008,1,index,
gold,Gold Ore,WDXWPGO.F,2008,2,index,
gold,Gold Ore,WDXWPGO.F,2008,3,index,
gold,Gold Ore,WDXWPGO.F,2008,4,index,
gold,Gold Ore,WDXWPGO.F,2009,1,index,
gold,Gold Ore,WDXWPGO.F,2009,2,index,
gold,Gold Ore,WDXWPGO.F,2009,3,index,
gold,Gold Ore,WDXWPGO.F,2009,4,index,
gold,Gold Ore,WDXWPGO.F,2010,1,index,
gold,Gold Ore,WDXWPGO.F,2010,2,index,
gold,Gold Ore,WDXWPGO.F,2010,3,index,
gold,Gold Ore,WDXWPGO.F,2010,4,index,
gold,Gold Ore,WDXWPGO.F,2011,1,index,
gold,Gold Ore,WDXWPGO.F,2011,2,index,
gold,Gold Ore,WDXWPGO.F,2011,3,index,
gold,Gold Ore,WDXWPGO.F,2011,4,index,
gold,Gold Ore,WDXWPGO.F,2012,1,index,
gold,Gold Ore,WDXWPGO.F,2012,2,index,
gold,Gold Ore,WDXWPGO.F,2012,3,index,
gold,Gold Ore,WDXWPGO.F,2012,4,index,
gold,Gold Ore,WDXWPGO.F,2013,1,index,
gold,Gold Ore,WDXWPGO.F,2013,2,index,
gold,Gold Ore,WDXWPGO.F,2013,3,index,
gold,Gold Ore,WDXWPGO.F,2013,4,index,
gold,Gold Ore,WDXWPGO.F,2014,1,index,
gold,Gold Ore,WDXWPGO.F,2014,2,index,
gold,Gold Ore,WDXWPGO.F,2014,3,index,
gold,Gold Ore,WDXWPGO.F,2014,4,index,
gold,Gold Ore,WDXWPGO.F,2015,1,index,
gold,Gold Ore,WDXWPGO.F,2015,2,index,
gold,Gold Ore,WDXWPGO.F,2015,3,index,
iron,Iron Ore,WDXWPIR.F,1983,3,index,
iron,Iron Ore,WDXWPIR.F,1983,4,index,
iron,Iron Ore,WDXWPIR.F,1984,1,index,
iron,Iron Ore,WDXWPIR.F,1984,2,index,
iron,Iron Ore,WDXWPIR.F,1984,3,index,
iron,Iron Ore,WDXWPIR.F,1984,4,index,
iron,Iron Ore,WDXWPIR.F,1985,1,index,
iron,Iron Ore,WDXWPIR.F,1985,2,index,
iron,Iron Ore,WDXWPIR.F,1985,3,index,
iron,Iron Ore,WDXWPIR.F,1985,4,index,
iron,Iron Ore,WDXWPIR.F,1986,1,index,
iron,Iron Ore,WDXWPIR.F,1986,2,index,
iron,Iron Ore,WDXWPIR.F,1986,3,index,
iron,Iron Ore,WDXWPIR.F,1986,4,index,
iron,Iron Ore,WDXWPIR.F,1987,1,index,
iron,Iron Ore,WDXWPIR.F,1987,2,index,
iron,Iron Ore,WDXWPIR.F,1987,3,index,
iron,Iron Ore,WDXWPIR.F,1987,4,index,
iron,Iron Ore,WDXWPIR.F,1988,1,index,
iron,Iron Ore,WDXWPIR.F,1988,2,index,
iron,Iron Ore,WDXWPIR.F,1988,3,index,
iron,Iron Ore,WDXWPIR.F,1988,4,index,
iron,Iron Ore,WDXWPIR.F,1989,1,index,
iron,Iron Ore,WDXWPIR.F,1989,2,index,
iron,Iron Ore,WDXWPIR.F,1989,3,index,
iron,Iron Ore,WDXWPIR.F,1989,4,index,
iron,Iron Ore,WDXWPIR.F,1990,1,index,
iron,Iron Ore,WDXWPIR.F,1990,2,index,
iron,Iron Ore,WDXWPIR.F,1990,3,index,
iron,Iron Ore,WDXWPIR.F,1990,4,index,
iron,Iron Ore,WDXWPIR.F,1991,1,index,
iron,Iron Ore,WDXWPIR.F,1991,2,index,
iron,Iron Ore,WDXWPIR.F,1991,3,index,
iron,Iron Ore,WDXWPIR.F,1991,4,index,
iron,Iron Ore,WDXWPIR.F,1992,1,index,
iron,Iron Ore,WDXWPIR.F,1992,2,index,
iron,Iron Ore,WDXWPIR.F,1992,3,index,
iron,Iron Ore,WDXWPIR.F,1992,4,index,
iron,Iron Ore,WDXWPIR.F,1993,1,index,
iron,Iron Ore,WDXWPIR.F,1993,2,index,
iron,Iron Ore,WDXWPIR.F,1993,3,index,
iron,Iron Ore,WDXWPIR.F,1993,4,index,
iron,Iron Ore,WDXWPIR.F,1994,1,index,
iron,Iron Ore,WDXWPIR.F,1994,2,index,
iron,Iron Ore,WDXWPIR.F,1994,3,index,
iron,Iron Ore,WDXWPIR.F,1994,4,index,
iron,Iron Ore,WDXWPIR.F,1995,1,index,
iron,Iron Ore,WDXWPIR.F,1995,2,index,
iron,Iron Ore,WDXWPIR.F,1995,3,index,
iron,Iron Ore,WDXWPIR.F,1995,4,index,
iron,Iron Ore,WDXWPIR.F,1996,1,index,
iron,Iron Ore,WDXWPIR.F,1996,2,index,
iron,Iron Ore,WDXWPIR.F,1996,3,index,
iron,Iron Ore,WDXWPIR.F,1996,4,index,
iron,Iron Ore,WDXWPIR.F,1997,1,index,
iron,Iron Ore,WDXWPIR.F,1997,2,index,
iron,Iron Ore,WDXWPIR.F,1997,3,index,
iron,Iron Ore,WDXWPIR.F,1997,4,index,
iron,Iron Ore,WDXWPIR.F,1998,1,index,
iron,Iron Ore,WDXWPIR.F,1998,2,index,
iron,Iron Ore,WDXWPIR.F,1998,3,index,
iron,Iron Ore,WDXWPIR.F,1998,4,index,
iron,Iron Ore,WDXWPIR.F,1999,1,index,
iron,Iron Ore,WDXWPIR.F,1999,2,index,
iron,Iron Ore,WDXWPIR.F,1999,3,index,
iron,Iron Ore,WDXWPIR.F,1999,4,index,
iron,Iron Ore,WDXWPIR.F,2000,1,index,
iron,Iron Ore,WDXWPIR.F,2000,2,index,
iron,Iron Ore,WDXWPIR.F,2000,3,index,
iron,Iron Ore,WDXWPIR.F,2000,4,index,
iron,Iron Ore,WDXWPIR.F,2001,1,index,
iron,Iron Ore,WDXWPIR.F,2001,2,index,
iron,Iron Ore,WDXWPIR.F,2001,3,index,
iron,Iron Ore,WDXWPIR.F,2001,4,index,
iron,Iron Ore,WDXWPIR.F,2002,1,index,
iron,Iron Ore,WDXWPIR.F,2002,2,index,
iron,Iron Ore,WDXWPIR.F,2002,3,index,
iron,Iron Ore,WDXWPIR.F,2002,4,index,
iron,Iron Ore,WDXWPIR.F,2003,1,index,
iron,Iron Ore,WDXWPIR.F,2003,2,index,
iron,Iron Ore,WDXWPIR.F,2003,3,index,
iron,Iron Ore,WDXWPIR.F,2003,4,index,
iron,Iron Ore,WDXWPIR.F,2004,1,index,
iron,Iron Ore,WDXWPIR.F,2004,2,index,
iron,Iron Ore,WDXWPIR.F,2004,3,index,
iron,Iron Ore,WDXWPIR.F,2004,4,index,
iron,Iron Ore,WDXWPIR.F,2005,1,index,
iron,Iron Ore,WDXWPIR.F,2005,2,index,
iron,Iron Ore,WDXWPIR.F,2005,3,index,
iron,Iron Ore,WDXWPIR.F,2005,4,index,
iron,Iron Ore,WDXWPIR.F,2006,1,index,
iron,Iron Ore,WDXWPIR.F,2006,2,index,
iron,Iron Ore,WDXWPIR.F,2006,3,index,
iron,Iron Ore,WDXWPIR.F,2006,4,index,
iron,Iron Ore,WDXWPIR.F,2007,1,index,
iron,Iron Ore,WDXWPIR.F,2007,2,index,
iron,Iron Ore,WDXWPIR.F,2007,3,index,
iron,Iron Ore,WDXWPIR.F,2007,4,index,
iron,Iron Ore,WDXWPIR.F,2008,1,index,
iron,Iron Ore,WDXWPIR.F,2008,2,index,
iron,Iron Ore,WDXWPIR.F,2008,3,index,
iron,Iron Ore,WDXWPIR.F,2008,4,index,
iron,Iron Ore,WDXWPIR.F,2009,1,index,
iron,Iron Ore,WDXWPIR.F,2009,2,index,
iron,Iron Ore,WDXWPIR.F,2009,3,index,
iron,Iron Ore,WDXWPIR.F,2009,4,index,
iron,Iron Ore,WDXWPIR.F,2010,1,index,
iron,Iron Ore,WDXWPIR.F,2010,2,index,
iron,Iron Ore,WDXWPIR.F,2010,3,index,
iron,Iron Ore,WDXWPIR.F,2010,4,index,
iron,Iron Ore,WDXWPIR.F,2011,1,index,
iron,Iron Ore,WDXWPIR.F,2011,2,index,
iron,Iron Ore,WDXWPIR.F,2011,3,index,
iron,Iron Ore,WDXWPIR.F,2011,4,index,
iron,Iron Ore,WDXWPIR.F,2012,1,index,
iron,Iron Ore,WDXWPIR.F,2012,2,index,
iron,Iron Ore,WDXWPIR.F,2012,3,index,
iron,Iron Ore,WDXWPIR.F,2012,4,index,
iron,Iron Ore,WDXWPIR.F,2013,1,index,
iron,Iron Ore,WDXWPIR.F,2013,2,index,
iron,Iron Ore,WDXWPIR.F,2013,3,index,
iron,Iron Ore,WDXWPIR.F,2013,4,index,
iron,Iron Ore,WDXWPIR.F,2014,1,index,
iron,Iron Ore,WDXWPIR.F,2014,2,index,
iron,Iron Ore,WDXWPIR.F,2014,3,index,
